0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0.0,-0.4,-0.6666666666666666,1.0,0.0,-0.36363636363636365,0.0,0.6982758620689655,-0.3492063492063492,0.9504132231404959,-0.8951114687247498,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17261.0
0.0,-0.4,-0.6666666666666666,-0.4,0.2857142857142857,-0.18181818181818182,-1.0,-0.1896551724137931,-0.1984126984126984,-0.4214876033057851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7725.0
1.0,0.4,0.0,0.2,0.0,-0.18181818181818182,0.4,1.75,-0.14285714285714285,0.15702479338842976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15129.0
-1.0,-0.4,-0.3333333333333333,-0.5,0.8571428571428571,-0.45454545454545453,0.2,-0.3793103448275862,-0.4365079365079365,-0.48760330578512395,0.10488853127525027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3841.0
0.0,1.0,0.0,0.0,0.0,0.6363636363636364,-1.0,0.3448275862068966,0.6587301587301587,-0.04132231404958678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6314.0
0.0,0.6,-0.6666666666666666,0.3,-0.7142857142857143,0.6363636363636364,-1.0,0.07758620689655173,0.6587301587301587,0.21487603305785125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13062.0
0.0,0.6,-0.6666666666666666,-0.2,-0.7142857142857143,0.6363636363636364,-1.0,0.5948275862068966,0.6587301587301587,-0.2809917355371901,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6883.0
0.0,0.8,-0.6666666666666666,0.5,0.8571428571428571,-0.18181818181818182,-1.0,1.3275862068965518,-0.1984126984126984,0.5041322314049587,0.10488853127525027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14231.0
0.0,0.2,0.0,0.2,-0.7142857142857143,0.6363636363636364,-1.0,0.1810344827586207,0.6587301587301587,0.11570247933884298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8073.0
0.0,-0.2,-0.6666666666666666,-0.7,-0.7142857142857143,0.45454545454545453,-0.4,0.9310344827586207,0.49206349206349204,-0.7768595041322314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11050.0
0.0,-0.7333333333333333,-0.3333333333333333,0.9,-0.7142857142857143,-0.18181818181818182,-1.0,1.0086206896551724,-0.1984126984126984,0.8099173553719008,0.10488853127525027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7064.0
-1.0,0.4,-0.3333333333333333,0.9,-0.14285714285714285,0.7272727272727273,1.2,-0.3793103448275862,0.8412698412698413,0.8429752066115702,0.10488853127525027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4174.0
0.0,0.0,0.3333333333333333,0.7,0.8571428571428571,-0.18181818181818182,-1.0,1.1206896551724137,-0.1984126984126984,0.7024793388429752,0.10488853127525027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13044.0
0.0,-0.7333333333333333,0.0,-0.2,0.2857142857142857,-0.36363636363636365,1.2,-0.5086206896551724,-0.30158730158730157,-0.2231404958677686,0.10488853127525027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12121.0
0.0,0.2,0.3333333333333333,-0.2,-0.7142857142857143,0.45454545454545453,-0.4,0.41379310344827586,0.49206349206349204,-0.2809917355371901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10454.0
0.0,1.0,0.0,-0.4,0.14285714285714285,0.6363636363636364,-1.0,0.75,0.6587301587301587,-0.4297520661157025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8475.0
0.0,0.2,0.3333333333333333,-0.2,-0.7142857142857143,-0.18181818181818182,0.4,-0.27586206896551724,-0.14285714285714285,-0.2809917355371901,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10262.0
0.0,-0.6,0.3333333333333333,-0.5,-0.5714285714285714,-0.2727272727272727,-0.2,-0.10344827586206896,-0.2619047619047619,-0.5702479338842975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5583.0
-1.0,0.4,0.3333333333333333,1.0,-0.14285714285714285,0.7272727272727273,1.0,-0.49137931034482757,0.8333333333333334,0.9421487603305785,-1.3246767845077372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2227.0
0.0,1.0,-0.6666666666666666,-0.3,-0.7142857142857143,0.09090909090909091,0.2,0.12931034482758622,0.1349206349206349,-0.38016528925619836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12537.0
0.0,-0.4,-0.6666666666666666,0.4,-0.2857142857142857,-1.1818181818181819,0.4,0.4224137931034483,-1.1904761904761905,0.33884297520661155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15147.0
0.0,0.0,0.0,0.6,-0.7142857142857143,-0.36363636363636365,1.2,1.206896551724138,-0.30158730158730157,0.512396694214876,0.10488853127525027,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14151.0
0.0,-0.6,0.3333333333333333,0.5,-0.7142857142857143,0.6363636363636364,-1.0,-0.12931034482758622,0.6587301587301587,0.4132231404958678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6593.0
-1.0,0.4,0.3333333333333333,0.3,-0.14285714285714285,0.2727272727272727,0.4,-0.3103448275862069,0.3333333333333333,0.24793388429752067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5000.0
0.0,0.6,-0.6666666666666666,-0.6,-0.5714285714285714,-0.36363636363636365,-0.8,-0.12931034482758622,-0.38095238095238093,-0.6694214876033058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6893.0
-1.0,1.0,0.0,-0.2,0.5714285714285714,-0.18181818181818182,0.4,-0.35344827586206895,-0.14285714285714285,-0.2066115702479339,-0.8996603118189389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4668.0
0.0,-0.7333333333333333,0.3333333333333333,1.1,0.7142857142857143,-0.9090909090909091,0.0,-0.06896551724137931,-0.9206349206349206,1.0909090909090908,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10262.0
